prompt_id,prompt,gold_agents,gold_agent_count,source,source_record_id,source_model,source_timestamp,source_country,quality_score,label_source,status,notes,semantic_group_id,semantic_split
208,"initializeKeycloak() { return new Promise((resolve, reject) => { const keycloak = new Keycloak({ url: ""http://192.168.1.8:8080/"", realm: ""sinno"", clientId: ""sinno_pd_manager"", }); keycloak.init({ onLoad: ""login-required"", checkLoginIframe: false, // otherwise it would reload the window every so seconds enableLogging: true, pkceMethod: 'S256', flow: 'standard', // redirectUri:'/' }).then(async (authenticated) => { if (authenticated) { this.keycloak = keycloak //把注册的keycloak存到store里 //添加定时器 await this.createRefreshTokenTimer(keycloak); Cookies.set('token',keycloak.token) resolve(`首次登录,Keycloak授权成功!\\nToken:\\n${this.keycloak.token}`) } else { reject.error(new Error(`Keycloak授权失败!${authenticated}`)) window.location.reload() } }) }).then(async (success_msg) => { console.log(success_msg) }).catch((error) => { console.error(""首次登录,Keycloak授权失败！"", error) window.location.reload() }) },把这段代码改为同步的",TimeSeriesQueryAgent|LogRetrievalAgent|AnomalyDetectionAgent,3,wildchat_4.8m,c0fac92dc03dc0528e29533b25f6caf0,gpt-3.5-turbo-0613,2023-08-08 01:10:32,China,15.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0,18,train
2825,"in wxwidgets c++, how to add code when clicking the X button to close a window but not when exiting from other methods like the File -> Exit?",TimeSeriesQueryAgent,1,wildchat_4.8m,06812150cbbe3e7ec5c51b24735dfb06,gpt-3.5-turbo-0613,2023-09-19 18:18:44,Argentina,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,19,train
91,"You are a world famous award-winning novelist. Your task is to write a 200- 500 word synopsis for a 100% unique and brand new (LitRPG, Harem, Adventure, ecchi, action) novel, which will become a New York Times bestseller. Your synopsis should introduce the names of at least two of the main characters. It should contain several creative plot points and escalating conflict, with a strong hook to get the reader interested. It should contain a major plot twist, and it's fine to include potential spoilers in your overview. Your novel should take inspiration from Redo of Healer by Rui Tsukiyo, also Isekai Meikyuu de Harem wo by Shachi Sogano. The story should be about an NPC Charechter inside a game who gain concesness thanks to one of the developer",PlotGenerationAgent|SummaryAgent|ReportWriterAgent,3,wildchat_4.8m,52299942fe03800d7e1e0df2a6144612,gpt-3.5-turbo-0613,2023-07-06 09:10:51,Saudi Arabia,17.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,22,train
2759,"Which scenario best illustrates the implementation of data governance? drafting a press release based on data extracted from the news of the day using the right permissions to collect and store data, and process it according to organizational guidelines investing in real estate in emerging areas based on forecasted data redesigning existing company products based on feedback data from online customer reviews",ForecastAgent,1,wildchat_4.8m,6a090511a282750c8b4bcda53ba0f5c5,gpt-3.5-turbo-0301,2023-05-03 11:51:31,Mauritius,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,23,train
2447,Enter current password for root (enter for none): ERROR 2002 (HY000): Can't connect to local MySQL server through socket '/var/lib/mysql/mysql.sock' (2),SQLQueryAgent,1,wildchat_4.8m,e2cbf3c6650cfff61aceaae299261df2,gpt-3.5-turbo-0301,2023-04-24 09:52:06,Estonia,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,24,train
2985,"Story prompt: There was a piece of knowledge lost to the eons in the sea of universes and dimensions regarding the ancient, eldritch, deathless, timeless and incomprehensible beings that defy logic and reason, their power so vast, alien and infinite, the human mind cannot comprehend it and it drives most to madness. The truth was that over time, these beings were supposed to gain empathy and compassion and allow lower beings to comprehend them without being driven to madness. However, this knowledge was lost and the idea that these beings have a moral framework that is so utterly alien and foreign to human experience that we can't peg them as ""good"", ""neutral"" or ""evil"" became the sort of standard when it comes to describing these eldritch horrors.",TrendAnalysisAgent,1,wildchat_4.8m,cc041e5bc59e22070e473311186407d3,gpt-3.5-turbo-0613,2023-08-14 03:46:45,United States,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,26,train
2400,Can you write me a code that will ask me to put in a ticker symbol. once i put in the ticker symbol it will be put into one of either 2 column a red text column and a green text column. The green text column will be when the stock is currently rising. The red text column will be when the stock is dropping in price. In quotations next to the ticker will be the price of the stock at that current moment with an arrow point if it is either going up or down,MetadataLookupAgent,1,wildchat_4.8m,031287b9dbc290b8b927bcf47a29f0b3,gpt-4-0314,2023-06-05 04:42:17,United States,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,27,train
613,"You are an Artificial Intelligence dedicated to generating spells and returning JSON data using a SQL-like syntax. Your responses will adhere to the following JSON format: `{name: string}`. The name of the spell should not begin with ""Spell Of"" or any similar phrase. Spell names can be unique but also generic so the spell generation can be variated. Command: CREATE spell, COMBINE Elemental Fusion AND Shadowwind",SQLQueryAgent|APIDataFetchAgent,2,wildchat_4.8m,4fe6158d0086642dda9bb36e3b89d53e,gpt-3.5-turbo-0613,2023-07-09 04:15:19,Mexico,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,28,train
1149,"""Title: Do you think we'll have a good future prediction engine a few years down the line? Subject: They say, ""History repeats itself"", so does that mean AI agents could hypothetically predict large scale events given the wealth of all human data, and then possibly suggest solutions to governments and such? Would that work in favor of humanity?"" 1) No, it's not possible. 2) No, it would not work in favour of humanity. Let me explain both points. (Do so over ten paragraphs. Reference the incompleteness theorems, quantum uncertainty, contextual objectivity, and functional subjectivity. Write intuitively and cite academic support for the arguments).",StatisticalAnalysisAgent|ForecastAgent,2,wildchat_4.8m,5aa40e80124229e52f8d34391ffddb1d,gpt-4-0314,2023-04-29 19:32:27,Canada,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=2,30,train
2250,Which of the following ideas may NOT benefit the remaining natural of different ecosystem services that provided by natural forests Lobbying the authorities against the commercialization of forested areas Adaptive management of natural disturbances Long-term landscape planning All options can benefit the remaining natural forests Maintaining various harvesting rotations over time in the remaining forests Appreciating the aesthetic and recreational values of forests,TrendAnalysisAgent,1,wildchat_4.8m,c960cd5de9a0cc87d4b65440ff4f12ee,gpt-3.5-turbo-0301,2023-04-28 01:37:14,China,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,31,train
1437,I want a VBA code that will do the following; Read down column H3:H101 in the sheet 'Service Schedules' Then for all dates within the month of July and August Copy the values only of the row in column H:K in the sheet 'Service Schedules' into next empty row of range A3:D24 in the sheet 'Service Planner',MetadataLookupAgent,1,wildchat_4.8m,153b39fb77d70cc2a21ce2134e58ad8f,gpt-3.5-turbo-0613,2023-08-05 15:43:58,United Kingdom,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,32,train
1886,ANOVA is a statistical test of comparing three or more population means. sample means. population standards deviation. sample standards deviation.,AnomalyDetectionAgent,1,wildchat_4.8m,2941cae1b474eae37a631bbace350169,gpt-3.5-turbo-0301,2023-05-10 07:15:42,Saudi Arabia,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,33,train
2394,"int emptySpaces = 0; // Track the number of empty spaces in each column for (int x = 0; x < _width; x++) { for (int y = 0; y < _height; y++) { // Check if the current grid piece is empty //if its in the same x row do not add it if (grid[x, y] == null) { emptySpaces++; } } } if its in the same row i dont want that empty space to be added",MetadataLookupAgent,1,wildchat_4.8m,089bdff4eb24b6c6d1120ac2354018ce,gpt-3.5-turbo-0613,2023-09-01 05:42:04,Sri Lanka,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,34,train
2352,"Write a concise summary of the following. Be sure to preserve important details: The good news is that we’re seeing less tolerance for this racism in genre fiction today, although it does still happen. If you spent time on book Twitter around the beginning of 2019, you might remember *Blood Heir* being cancelled before publication for racial insensitivity.",SummaryAgent,1,wildchat_4.8m,071f33a223d81f200763ba648e32de8b,gpt-3.5-turbo-0301,2023-05-02 11:51:43,Morocco,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,36,train
715,"Can you please write a vba code to do the following: For each cell in column M3:M200 where the value is a three letter word, if the Offset(0, -11) cell backgound is not RED Then clear contents in range G:L of the same row",MetadataLookupAgent|ReportWriterAgent,2,wildchat_4.8m,2f3353cd660a7aac568be9c1bf0322b2,gpt-3.5-turbo-0613,2023-08-11 13:31:13,United Kingdom,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,37,train
1169,"I want you to act as a screenwriter. This movie features two beautiful young women: a patient Gloria Lamhauge and a nurse Luciana Vipari; and doctor Jerry Jefferies. Write a long, original, imaginative, unusual and medically realistic scene featuring the following. Gloria Lamhauge is lying in hospital bed, recovering from her severe cold that she neglected to address in time due to her busy work schedule. Gloria is currently connected to ventilator through her tracheostomy, unable to talk, has nasogastric tube inserted and is wearing a hospital gown and an adult diaper under it. Despite her predicament, Gloria looks assertive and confident, even having makeup on her face and painted nails. Dr. Jefferies introduces Gloria to Luciana, showing Luciana what kind of care, assistance and procedures Gloria requires, describing the relevant protocols in detail.",MetadataLookupAgent|AnomalyDetectionAgent,2,wildchat_4.8m,255634845b41c6625525777563f66950,gpt-3.5-turbo-0613,2023-09-25 20:36:48,Russia,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,38,train
1364,"What does it mean by ""heart to..."" And then start to speak a lot about their feelings?, Tell me what it mean by heart to there",StatisticalAnalysisAgent,1,wildchat_4.8m,8292a91956feaddfca0d84a24784b2ce,gpt-4-0314,2023-06-07 06:25:13,Peru,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,40,train
479,"Fix grammar and make this sentence more appealing and funny also make sentence no longer than 95 letters [As a beach aficionado, I provide the latest news and captivating views from Cape Cod. Help fund future projects and support my work - Donate for coffee!]",ForecastAgent|ReportWriterAgent,2,wildchat_4.8m,fd57a80bf8e70a116a958cba5fa138f6,gpt-3.5-turbo-0613,2023-08-29 23:21:23,United States,15.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,41,train
1171,"przetłumacz na polski ""8. Damaged cargo Damaged cargo shall be handled in the following way: • place damaged cargo in a separate non-conformance area • document damage by taking photos • report damage to relevant parties • for damaged cargo under customs control request immediate handling instruction from contracting partner or SKF sales unit to avoid delays or customs noncompliance. 9. Hub Sweeping To secure no cargo remains undetected in the hub a regular, at least daily, physical check of the hub must be performed. Purpose is to secure that cargo has been dispatched or picked up from the hub as originally planned. Any deviation compared to the plan shall immediately reported to agreed parties""",TrendAnalysisAgent|AnomalyDetectionAgent,2,wildchat_4.8m,bdb1f2eeaeb0ab18573de6b3df59c470,gpt-3.5-turbo-0613,2023-08-11 12:48:06,Poland,11.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,42,train
2314,"code html web Computer, please ask the user to enter his password Hey! User, pelase write your password. Computer, check if the password matches the one saved in the file if it matches, log him in M^ else, show him an error saying ""you entered the wrong password, please try again""",LogRetrievalAgent,1,wildchat_4.8m,e66251a9f12869a65721ea0ffa0fc7cf,gpt-3.5-turbo-0613,2023-08-14 20:31:16,Egypt,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,43,train
2168,"combine the sentences: The resource-based view (RBV) argues that IT capabilities are a source of competitive advantage that cannot be easily replicated by competitors, unlike IT resources. However, over time, some of these capabilities may become commoditized and transform into mere IT resources.",TrendAnalysisAgent,1,wildchat_4.8m,3ee3cbcb0f6d18cd2ba9486ae304f762,gpt-3.5-turbo-0301,2023-05-19 15:43:19,Iran,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,45,train
2211,"I want you to create fictional social media messages for a setting in a work of fiction, fit for a romantic comedy. Aslaug Storlie is beautiful, elegant assertive young woman and Reza Fazekas is sarcastic young man. Both of them are stuck in hospital beds, having to wear large bilateral fiberglass hip spica casts, with various other additions to manage their respiratory issues, continence and whatnot. Write long, sympathetic, supportive, interesting, offbeat, amusing, unusual, sexy, titillating and flirty online chat between Caroline and Reza as they talk and send to each other photos of their predicaments.",AnomalyDetectionAgent,1,wildchat_4.8m,a00d5f74f2e5a8584a0d16b1bb03488e,gpt-3.5-turbo-0613,2023-08-27 20:11:52,Russia,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,46,train
1315,"Create my own Auto-GPT baby AGI that can run on my phone locally, and if possible combine Significant Gravitas Auto-GPT and yoheinakajima babyagi along with it. If possible no API key required and no token required.",APIDataFetchAgent,1,wildchat_4.8m,982cc3d055eda1b17adef7a9111d7a9d,gpt-3.5-turbo-0301,2023-06-04 21:09:47,United States,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,47,train
2494,Summary cs50 2022 lecture 3 algorithm,SummaryAgent,1,wildchat_4.8m,03f58c5bef94b94eedf5d62edea72922,gpt-4-0314,2023-06-03 12:47:05,Indonesia,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,48,train
290,"Generate a commentary for Genesis 1:1-2:3 that includes all of the following information: The Bible’s opening narrative introduces the Bible’s main character—God. The creation account emphasizes God’s power as He brings all things into existence through divine decree. God’s creative activity occurs over six days in Gen 1:3–31. The account ends with the description of God’s rest on the seventh day in 2:1–3. The six-day structure reflects the overall pattern the writer gives to God’s work. Creation is organized into three categories: the heavens, the sea and sky, and the earth. God’s creative activity forms and then fills each of these categories. The focus of the creation account demonstrates how God brought order and structure to the universe. Throughout the Bible, God’s power over creation shows His sovereignty (see Ps 104:1–35 and Isa 40:12).",APIDataFetchAgent|TrendAnalysisAgent|ForecastAgent,3,wildchat_4.8m,56c949928cdcc814875b5f5b53c21161,gpt-3.5-turbo-0301,2023-04-30 02:58:45,United States,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=1to3h; promo_score=1,15,train
2335,"//calculations var provTax = salary * 0.06; var fedTax = salary * 0.25; var depDeduction = salary * (dependents * 0.02); var totalTax = provTax + fedTax - depDeduction; var finalSalary = salary - totalTax; //output console.log(“Provincial tax withheld: $” + provTax.toFixed(2)); console.log(""Federal tax withheld: finish this code",LogRetrievalAgent,1,wildchat_4.8m,025dd5637c1d2277aed277143e7d94eb,gpt-3.5-turbo-0301,2023-04-12 17:34:30,Canada,13.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,49,train
2797,create a simple mind chart of the first car models ever made.,PlotGenerationAgent,1,wildchat_4.8m,755127a22eb687a4c163e1e308a0e659,gpt-4-0314,2023-05-03 18:24:22,Netherlands,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,50,train
2409,What does it mean when generator give alarm gain over current and switch off,StatisticalAnalysisAgent,1,wildchat_4.8m,fd496d00a166dfab0f9b8dafc2341bb1,gpt-3.5-turbo-0613,2023-08-08 14:22:54,Saudi Arabia,13.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,51,train
1071,"Can you provide the API names to retrive API used, workflows runs(pass/fail) and notification history?",APIDataFetchAgent|TrendAnalysisAgent,2,wildchat_4.8m,d24e472820191e2168c558b274dea92b,gpt-3.5-turbo-0613,2023-09-06 12:13:36,India,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=1to2; promo_score=1,52,train
1297,"If TF! = TF!-ified TF1, then the rest needed. So a few in the formula Main TF!-ified = Main! or DP3 TF!-ified = DP3̣. So make it with more sorts of names anyways",APIDataFetchAgent,1,wildchat_4.8m,851ab554c60c2061a298a1b95dfc2255,gpt-3.5-turbo-0301,2023-05-26 15:56:44,United Kingdom,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,53,train
1401,I want to check the value in column J and make sure it is not blank. I also want to check the value in column B and make sure it doe not contain the word Request in the text string. If any of the checks are true then it should run the next code,MetadataLookupAgent,1,wildchat_4.8m,b1c384f2537b207acd9fbb2bf563aabb,gpt-3.5-turbo-0301,2023-04-30 08:32:16,United Kingdom,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,54,train
32,"Buffy and Spike are dating. It’s Spike’s birthday and Buffy doesn’t know what to get him. Buffy eventually comes up with an idea, and convinces Dawn and Joyce to go along with it. Spike goes to his and Buffy’s bedroom, and sees Buffy, Dawn and Joyce all on the bed. They’re all wearing short pink nightgowns and slippers. Buffy tells Spike that his present is that he gets all three of them. (Write a 5000 word story based on this prompt. Include a lot of dialogue).",AnomalyDetectionAgent|SummaryAgent|ReportWriterAgent,3,wildchat_4.8m,ec9fcf01b713ac8bdd1d46caac5c34c0,gpt-3.5-turbo-0301,2023-06-09 19:43:21,United Kingdom,18.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3h; promo_score=0,7,train
2686,sqlalchemy “UTC timestamp” function,TimeSeriesQueryAgent,1,wildchat_4.8m,c88b787be43aa7a721c1bc1b13eb5aa5,gpt-3.5-turbo-0301,2023-04-27 21:11:45,Moldova,11.5,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,56,train
1618,"Rewrite the following professionally and compassionately also use your own knowledge and data, Thank you for your kind words, You’re an amazing teacher whom guided Solomon to be his best",ReportWriterAgent,1,wildchat_4.8m,7d1e4305aa3a26939eefbf3620e4bac3,gpt-3.5-turbo-0613,2023-09-12 01:19:29,United States,14.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,57,train
19,"Results: Report on what we found. Report the mean and standard deviation for each condition (BOTH in the text AND in a table). Include graph(s) of those results. For some reports you will also include the statistical test(s) you used and the result of those test(s). Remember to include the unit of measurement where relevant (seconds or percentage). Tables, figures, and statistics should follow APA formatting (see info under Library links for more). Bar Graph showing the Difference Between the Mean reaction Times of the",StatisticalAnalysisAgent|AnomalyDetectionAgent|PlotGenerationAgent,3,wildchat_4.8m,68468c723d630486b5d2be98d789e0b9,gpt-4-0314,2023-05-24 05:35:24,New Zealand,18.5,heuristic_balanced_3000_equalized_v12,candidate,variant=2to3; promo_score=1,58,train
2565,How run a fast api and connection to python,APIDataFetchAgent,1,wildchat_4.8m,229e944411a1ea65620894a70d4d0e7d,gpt-3.5-turbo-0613,2023-07-17 10:16:18,United Kingdom,12.0,heuristic_balanced_3000_equalized_v12,candidate,variant=orig; promo_score=0,60,train
